Protein 1,Protein 1 name,Protein 2,Protein 2 name,Retained DDIs,Lost DDIs,Score,Source of the interaction
7532,YWHAG,3791,KDR,-,-,1.0,PPI
7532,YWHAG,8660,IRS2,-,-,1.0,PPI
7532,YWHAG,3945,LDHB,-,-,1.0,PPI
7532,YWHAG,988,CDC5L,-,-,1.0,PPI
7532,YWHAG,56924,PAK6,PF00244-PF00786 ; PF00244-PF00069,-,1.0,PPI-DDI
7532,YWHAG,8471,AL035425.3,-,-,1.0,PPI
7532,YWHAG,7431,VIM,-,-,1.0,PPI
7532,YWHAG,171024,SYNPO2,-,-,1.0,PPI
7532,YWHAG,147700,KLC3,-,-,1.0,PPI
7532,YWHAG,6647,SOD1,-,-,1.0,PPI
7532,YWHAG,678,ZFP36L2,-,-,1.0,PPI
8436,CAVIN2,29974,A1CF,-,-,1.0,PPI
8436,CAVIN2,8436,CAVIN2,PF15237-PF15237,-,1.0,PPI-DDI
8436,CAVIN2,79666,PLEKHF2,-,-,1.0,PPI
123103,KLHL33,81027,TUBB1,-,-,1.0,PPI
140689,CBLN4,6615,SNAI1,-,-,1.0,PPI
23506,BICRAL,988,CDC5L,-,-,1.0,PPI
6617,SNAPC1,6617,SNAPC1,-,-,1.0,PPI
6617,SNAPC1,123169,LEO1,-,-,1.0,PPI
6617,SNAPC1,6621,SNAPC4,-,-,1.0,PPI
6617,SNAPC1,124220,ZG16B,-,-,1.0,PPI
4520,MTF1,7431,VIM,-,-,1.0,PPI
4520,MTF1,10642,IGF2BP1,PF00096-PF00076,-,1.0,PPI-DDI
4520,MTF1,6130,RPL7A,-,-,1.0,PPI
4520,MTF1,6142,RPL18A,-,-,1.0,PPI
4520,MTF1,2033,EP300,PF00096-PF00439,-,1.0,PPI-DDI
4520,MTF1,144983,HNRNPA1L2,PF00096-PF00076,-,1.0,PPI-DDI
221504,ZBTB9,90121,TSR2,-,-,1.0,PPI
221504,ZBTB9,2298,FOXD4,-,-,1.0,PPI
221504,ZBTB9,4605,MYBL2,-,-,1.0,PPI
221504,ZBTB9,79797,ZNF408,PF00651-PF00096,-,1.0,PPI-DDI
57473,ZNF512B,80351,TNKS2,-,-,1.0,PPI
221074,SLC39A12,79594,MUL1,-,-,1.0,PPI
221074,SLC39A12,4893,NRAS,-,-,1.0,PPI
221074,SLC39A12,50512,PODXL2,-,-,1.0,PPI
7295,TXN,5071,PRKN,-,-,1.0,PPI
7295,TXN,7431,VIM,-,-,1.0,PPI
7295,TXN,1979,EIF4EBP2,-,-,1.0,PPI
7295,TXN,29978,UBQLN2,PF00085-PF00627,-,1.0,PPI-DDI
7295,TXN,445,ASS1,-,-,1.0,PPI
7295,TXN,9296,ATP6V1F,-,-,1.0,PPI
7295,TXN,54984,PINX1,-,-,1.0,PPI
7295,TXN,5224,PGAM2,-,-,1.0,PPI
7295,TXN,6647,SOD1,-,-,1.0,PPI
7295,TXN,25929,GEMIN5,-,-,1.0,PPI
7295,TXN,4778,NFE2,-,-,1.0,PPI
7295,TXN,678,ZFP36L2,-,-,1.0,PPI
10166,SLC25A15,124220,ZG16B,-,-,1.0,PPI
54566,EPB41L4B,845,CASQ2,-,-,1.0,PPI
54566,EPB41L4B,23071,ERP44,-,-,1.0,PPI
54566,EPB41L4B,84612,PARD6B,PF00373-PF00595,-,1.0,PPI-DDI
54566,EPB41L4B,8772,FADD,-,-,1.0,PPI
11061,CNMD,84941,HSH2D,-,-,1.0,PPI
286753,TRARG1,149371,EXOC8,-,-,1.0,PPI
286753,TRARG1,479,ATP12A,-,-,1.0,PPI
286753,TRARG1,140707,BRI3BP,-,-,1.0,PPI
9240,PNMA1,7114,TMSB4X,-,-,1.0,PPI
9240,PNMA1,7411,VBP1,-,-,1.0,PPI
9240,PNMA1,84968,PNMA6A,-,-,1.0,PPI
9240,PNMA1,9240,PNMA1,-,-,1.0,PPI
9240,PNMA1,124220,ZG16B,-,-,1.0,PPI
9240,PNMA1,80125,CCDC33,-,-,1.0,PPI
8303,SNN,26136,TES,-,-,1.0,PPI
445815,PALM2AKAP2,5577,PRKAR2B,-,-,1.0,PPI
7737,RNF113A,26136,TES,-,-,1.0,PPI
2120,ETV6,8651,SOCS1,-,-,1.0,PPI
2120,ETV6,6657,SOX2,-,-,1.0,PPI
2120,ETV6,2120,ETV6,PF02198-PF02198 ; PF02198-PF00178 ; PF00178-PF02198 ; PF00178-PF00178,-,1.0,PPI-DDI
116085,SLC22A12,5174,PDZK1,-,-,1.0,PPI
79853,TM4SF20,79188,TMEM43,-,-,1.0,PPI
79853,TM4SF20,116151,FAM210B,-,-,1.0,PPI
54936,ADPRHL2,3315,HSPB1,-,-,1.0,PPI
5551,PRF1,5551,PRF1,PF00168-PF00168 ; PF01823-PF01823,-,1.0,PPI-DDI
33,ACADL,127833,SYT2,-,-,1.0,PPI
28978,TMEM14A,56925,LXN,-,-,1.0,PPI
28978,TMEM14A,11274,USP18,-,-,1.0,PPI
55841,WWC3,55841,WWC3,-,-,1.0,PPI
131831,ERICH6,3315,HSPB1,-,-,1.0,PPI
479,ATP12A,10871,CD300C,-,-,1.0,PPI
479,ATP12A,5479,PPIB,-,-,1.0,PPI
479,ATP12A,146852,ODF4,-,-,1.0,PPI
479,ATP12A,1718,DHCR24,-,-,1.0,PPI
479,ATP12A,2925,GRPR,-,-,1.0,PPI
479,ATP12A,3598,IL13RA2,-,-,1.0,PPI
479,ATP12A,2773,GNAI3,PF00690-PF00503,-,1.0,PPI-DDI
479,ATP12A,100287932,TIMM23,-,-,1.0,PPI
479,ATP12A,9934,P2RY14,-,-,1.0,PPI
79983,POF1B,55633,TBC1D22B,-,-,1.0,PPI
79983,POF1B,3872,KRT17,-,-,1.0,PPI
6142,RPL18A,6123,RPL3L,-,-,1.0,PPI
6142,RPL18A,7283,TUBG1,-,-,1.0,PPI
6142,RPL18A,140801,RPL10L,-,-,1.0,PPI
6142,RPL18A,115509,ZNF689,-,-,1.0,PPI
6142,RPL18A,692312,PPAN-P2RY11,-,-,1.0,PPI
6142,RPL18A,6130,RPL7A,-,-,1.0,PPI
6142,RPL18A,55133,SRBD1,-,-,1.0,PPI
6142,RPL18A,6615,SNAI1,-,-,1.0,PPI
6142,RPL18A,6193,RPS5,-,-,1.0,PPI
391,RHOG,7879,RAB7A,PF00071-PF00071,PF00071-PF08477,0.5,PPI-DDI
6170,RPL39,6123,RPL3L,-,-,1.0,PPI
6170,RPL39,988,CDC5L,-,-,1.0,PPI
6170,RPL39,8353,H3C6,-,-,1.0,PPI
6170,RPL39,84458,LCOR,-,-,1.0,PPI
2304,FOXE1,23633,KPNA6,-,-,1.0,PPI
2304,FOXE1,403341,ZBTB34,PF00250-PF00096,-,1.0,PPI-DDI
54442,KCTD5,6615,SNAI1,-,-,1.0,PPI
54442,KCTD5,2033,EP300,-,-,1.0,PPI
54442,KCTD5,54442,KCTD5,PF02214-PF02214,-,1.0,PPI-DDI
54442,KCTD5,29978,UBQLN2,-,-,1.0,PPI
54442,KCTD5,5174,PDZK1,PF02214-PF00595,-,1.0,PPI-DDI
54442,KCTD5,6657,SOX2,-,-,1.0,PPI
55622,TTC27,55622,TTC27,-,-,1.0,PPI
404281,YY2,7291,TWIST1,-,-,1.0,PPI
8660,IRS2,8651,SOCS1,PF00169-PF00017 ; PF02174-PF00017,-,1.0,PPI-DDI
9533,POLR1C,51728,POLR3K,PF01193-PF01096 ; PF01193-PF02150,-,1.0,PPI-DDI
9533,POLR1C,161424,NOP9,-,-,1.0,PPI
9533,POLR1C,55703,POLR3B,PF01193-PF04566 ; PF01193-PF04567 ; PF01193-PF04565 ; PF01193-PF00562 ; PF01193-PF04563 ; PF01193-PF04560 ; PF01193-PF04561 ; PF01000-PF04566 ; PF01000-PF04567 ; PF01000-PF04565 ; PF01000-PF00562 ; PF01000-PF04563 ; PF01000-PF04560 ; PF01000-PF04561,-,1.0,PPI-DDI
9533,POLR1C,7431,VIM,-,-,1.0,PPI
9533,POLR1C,158297,SAXO1,-,-,1.0,PPI
9533,POLR1C,54101,RIPK4,-,-,1.0,PPI
9533,POLR1C,22806,IKZF3,-,-,1.0,PPI
9533,POLR1C,85376,RIMBP3,-,-,1.0,PPI
9533,POLR1C,80125,CCDC33,-,-,1.0,PPI
2998,GYS2,8987,STBD1,-,-,1.0,PPI
1836,SLC26A2,120939,TMEM52B,-,-,1.0,PPI
7471,WNT1,8325,FZD8,PF00110-PF01392,-,1.0,PPI-DDI
151112,ZSWIM2,84659,RNASE7,-,-,1.0,PPI
54913,RPP25,10248,POP7,PF01918-PF12328,-,1.0,PPI-DDI
55200,PLEKHG6,124220,ZG16B,-,-,1.0,PPI
55200,PLEKHG6,55165,CEP55,-,-,1.0,PPI
284110,GSDMA,55633,TBC1D22B,-,-,1.0,PPI
284110,GSDMA,29978,UBQLN2,-,-,1.0,PPI
284110,GSDMA,5071,PRKN,-,-,1.0,PPI
7076,TIMP1,4318,MMP9,PF00965-PF00045 ; PF00965-PF00413,-,1.0,PPI-DDI
7076,TIMP1,3484,IGFBP1,-,-,1.0,PPI
9532,BAG2,5071,PRKN,-,-,1.0,PPI
9532,BAG2,6615,SNAI1,-,-,1.0,PPI
9532,BAG2,7283,TUBG1,-,-,1.0,PPI
9532,BAG2,132884,EVC2,-,-,1.0,PPI
9532,BAG2,23532,PRAME,-,-,1.0,PPI
9532,BAG2,54101,RIPK4,-,-,1.0,PPI
9532,BAG2,23235,SIK2,-,-,1.0,PPI
9532,BAG2,6491,STIL,-,-,1.0,PPI
9532,BAG2,64795,RMND5A,-,-,1.0,PPI
9532,BAG2,9532,BAG2,-,-,1.0,PPI
9532,BAG2,6657,SOX2,-,-,1.0,PPI
2740,GLP1R,5479,PPIB,-,-,1.0,PPI
2740,GLP1R,154467,CCDC167,-,-,1.0,PPI
2740,GLP1R,7652,ZNF99,-,-,1.0,PPI
2740,GLP1R,1318,SLC31A2,-,-,1.0,PPI
2740,GLP1R,2705,GJB1,-,-,1.0,PPI
2740,GLP1R,9568,GABBR2,-,-,1.0,PPI
2740,GLP1R,56851,EMC7,-,-,1.0,PPI
2740,GLP1R,2861,GPR37,-,-,1.0,PPI
2740,GLP1R,23546,SYNGR4,-,-,1.0,PPI
2740,GLP1R,27075,TSPAN13,-,-,1.0,PPI
2740,GLP1R,10857,PGRMC1,-,-,1.0,PPI
2740,GLP1R,6048,RNF5,-,-,1.0,PPI
2740,GLP1R,1603,DAD1,-,-,1.0,PPI
2740,GLP1R,171546,SPTSSA,-,-,1.0,PPI
158038,LINGO2,3956,LGALS1,-,-,1.0,PPI
57684,ZBTB26,54810,GIPC2,PF00096-PF00595,-,1.0,PPI-DDI
57684,ZBTB26,57684,ZBTB26,PF00096-PF00096 ; PF00096-PF00651 ; PF00651-PF00096 ; PF00651-PF00651,-,1.0,PPI-DDI
57684,ZBTB26,10773,ZBTB6,PF00096-PF00096 ; PF00096-PF00651 ; PF00651-PF00096 ; PF00651-PF00651,-,1.0,PPI-DDI
5577,PRKAR2B,3799,KIF5B,-,-,1.0,PPI
5577,PRKAR2B,11215,AKAP11,-,-,1.0,PPI
5577,PRKAR2B,2773,GNAI3,-,-,1.0,PPI
5577,PRKAR2B,55003,PAK1IP1,-,-,1.0,PPI
5577,PRKAR2B,9804,TOMM20,-,-,1.0,PPI
5577,PRKAR2B,26747,NUFIP1,-,-,1.0,PPI
5577,PRKAR2B,124220,ZG16B,-,-,1.0,PPI
5577,PRKAR2B,5568,PRKACG,PF00027-PF00069 ; PF02197-PF00069,-,1.0,PPI-DDI
5577,PRKAR2B,22919,MAPRE1,-,-,1.0,PPI
5577,PRKAR2B,6657,SOX2,-,-,1.0,PPI
256302,NATD1,22806,IKZF3,-,-,1.0,PPI
9891,NUAK1,6280,S100A9,-,-,1.0,PPI
79625,NDNF,8772,FADD,-,-,1.0,PPI
131377,KLHL40,10324,KLHL41,PF07707-PF00651 ; PF01344-PF01344 ; PF00651-PF00651 ; PF00651-PF07707,-,1.0,PPI-DDI
55843,ARHGAP15,5879,RAC1,PF00620-PF00071 ; PF00169-PF00071,-,1.0,PPI-DDI
84941,HSH2D,403313,PLPP6,-,-,1.0,PPI
55703,POLR3B,51728,POLR3K,PF04566-PF01096 ; PF04566-PF02150 ; PF04567-PF02150 ; PF04565-PF02150 ; PF00562-PF01096 ; PF00562-PF02150 ; PF04563-PF01096 ; PF04563-PF02150 ; PF04560-PF02150 ; PF04561-PF02150,-,1.0,PPI-DDI
55703,POLR3B,54101,RIPK4,-,-,1.0,PPI
55703,POLR3B,55703,POLR3B,PF04566-PF04567 ; PF04566-PF04565 ; PF04566-PF00562 ; PF04566-PF04563 ; PF04566-PF04560 ; PF04566-PF04561 ; PF04567-PF04566 ; PF04567-PF04565 ; PF04567-PF00562 ; PF04567-PF04563 ; PF04567-PF04560 ; PF04567-PF04561 ; PF04565-PF04566 ; PF04565-PF04567 ; PF04565-PF00562 ; PF04565-PF04563 ; PF04565-PF04560 ; PF04565-PF04561 ; PF00562-PF04566 ; PF00562-PF04567 ; PF00562-PF04565 ; PF00562-PF00562 ; PF00562-PF04563 ; PF00562-PF04560 ; PF00562-PF04561 ; PF04563-PF04566 ; PF04563-PF04567 ; PF04563-PF04565 ; PF04563-PF00562 ; PF04563-PF04563 ; PF04563-PF04560 ; PF04563-PF04561 ; PF04560-PF04566 ; PF04560-PF04567 ; PF04560-PF04565 ; PF04560-PF00562 ; PF04560-PF04563 ; PF04560-PF04561 ; PF04561-PF04566 ; PF04561-PF04567 ; PF04561-PF04565 ; PF04561-PF00562 ; PF04561-PF04563 ; PF04561-PF04560 ; PF04561-PF04561,-,1.0,PPI-DDI
55703,POLR3B,439,GET3,-,-,1.0,PPI
988,CDC5L,7283,TUBG1,-,-,1.0,PPI
988,CDC5L,100132565,GOLGA8F,-,-,1.0,PPI
988,CDC5L,7150,TOP1,-,-,1.0,PPI
988,CDC5L,51361,HOOK1,-,-,1.0,PPI
988,CDC5L,3310,HSPA6,-,-,1.0,PPI
988,CDC5L,3301,DNAJA1,-,-,1.0,PPI
988,CDC5L,26958,COPG2,-,-,1.0,PPI
988,CDC5L,55631,LRRC40,-,-,1.0,PPI
988,CDC5L,22803,XRN2,-,-,1.0,PPI
988,CDC5L,6615,SNAI1,-,-,1.0,PPI
988,CDC5L,3799,KIF5B,-,-,1.0,PPI
988,CDC5L,24137,KIF4A,-,-,1.0,PPI
988,CDC5L,26227,PHGDH,-,-,1.0,PPI
988,CDC5L,84675,TRIM55,-,-,1.0,PPI
988,CDC5L,3315,HSPB1,-,-,1.0,PPI
988,CDC5L,9319,TRIP13,-,-,1.0,PPI
988,CDC5L,51639,SF3B6,-,-,1.0,PPI
988,CDC5L,100534599,ISY1-RAB43,-,-,1.0,PPI
988,CDC5L,57456,KIAA1143,-,-,1.0,PPI
988,CDC5L,9467,SH3BP5,-,-,1.0,PPI
988,CDC5L,10403,NDC80,-,-,1.0,PPI
988,CDC5L,3305,HSPA1L,-,-,1.0,PPI
988,CDC5L,10383,TUBB4B,-,-,1.0,PPI
988,CDC5L,9126,SMC3,-,-,1.0,PPI
988,CDC5L,988,CDC5L,-,-,1.0,PPI
988,CDC5L,7431,VIM,-,-,1.0,PPI
988,CDC5L,94059,LENG9,-,-,1.0,PPI
988,CDC5L,55742,PARVA,-,-,1.0,PPI
988,CDC5L,10376,TUBA1B,-,-,1.0,PPI
988,CDC5L,8894,EIF2S2,-,-,1.0,PPI
51014,TMED7,55754,TMEM30A,-,-,1.0,PPI
11001,SLC27A2,149371,EXOC8,-,-,1.0,PPI
11001,SLC27A2,493861,EID3,-,-,1.0,PPI
3576,CXCL8,2033,EP300,-,-,1.0,PPI
3576,CXCL8,3576,CXCL8,PF00048-PF00048,-,1.0,PPI-DDI
5689,PSMB1,5071,PRKN,-,-,1.0,PPI
5689,PSMB1,5689,PSMB1,PF00227-PF00227,-,1.0,PPI-DDI
5689,PSMB1,439,GET3,-,-,1.0,PPI
5689,PSMB1,22919,MAPRE1,-,-,1.0,PPI
5689,PSMB1,6130,RPL7A,-,-,1.0,PPI
340542,BEX5,100132565,GOLGA8F,-,-,1.0,PPI
340542,BEX5,340542,BEX5,-,-,1.0,PPI
200132,TCTEX1D1,4223,MEOX2,-,-,1.0,PPI
9778,KIAA0232,2298,FOXD4,-,-,1.0,PPI
9778,KIAA0232,79797,ZNF408,-,-,1.0,PPI
7411,VBP1,5191,PEX7,-,-,1.0,PPI
7411,VBP1,29978,UBQLN2,-,-,1.0,PPI
7411,VBP1,112714,TUBA3E,PF02996-PF00091,-,1.0,PPI-DDI
7411,VBP1,81572,PDRG1,PF02996-PF01920,-,1.0,PPI-DDI
2290,FOXG1,9126,SMC3,-,-,1.0,PPI
2290,FOXG1,79596,OBI1,-,-,1.0,PPI
644943,RASSF10,6278,S100A7,-,-,1.0,PPI
644943,RASSF10,6704,SPRR2E,-,-,1.0,PPI
924,CD7,55361,PI4K2A,-,-,1.0,PPI
924,CD7,3956,LGALS1,-,-,1.0,PPI
6768,ST14,6004,RGS16,-,-,1.0,PPI
79589,RNF128,79589,RNF128,PF02225-PF02225 ; PF13639-PF13639,-,1.0,PPI-DDI
10376,TUBA1B,7280,TUBB2A,PF03953-PF03953 ; PF03953-PF00091 ; PF00091-PF03953 ; PF00091-PF00091,-,1.0,PPI-DDI
10376,TUBA1B,81027,TUBB1,PF03953-PF00091 ; PF03953-PF03953 ; PF00091-PF00091 ; PF00091-PF03953,-,1.0,PPI-DDI
10376,TUBA1B,10383,TUBB4B,PF03953-PF00091 ; PF03953-PF03953 ; PF00091-PF00091 ; PF00091-PF03953,-,1.0,PPI-DDI
10376,TUBA1B,6615,SNAI1,-,-,1.0,PPI
10376,TUBA1B,3004,GZMM,-,-,1.0,PPI
10376,TUBA1B,347733,TUBB2B,PF03953-PF03953 ; PF03953-PF00091 ; PF00091-PF03953 ; PF00091-PF00091,-,1.0,PPI-DDI
10376,TUBA1B,29978,UBQLN2,-,-,1.0,PPI
10376,TUBA1B,26136,TES,-,-,1.0,PPI
10376,TUBA1B,54101,RIPK4,PF03953-PF13637 ; PF00091-PF13637 ; PF00091-PF12796,-,1.0,PPI-DDI
10376,TUBA1B,919,CD247,-,-,1.0,PPI
10376,TUBA1B,894,CCND2,-,-,1.0,PPI
10376,TUBA1B,678,ZFP36L2,-,-,1.0,PPI
10376,TUBA1B,84946,LTV1,-,-,1.0,PPI
10763,NES,84319,CMSS1,-,-,1.0,PPI
10763,NES,7431,VIM,PF00038-PF00038,-,1.0,PPI-DDI
10763,NES,9136,RRP9,-,-,1.0,PPI
6367,CCL22,164832,LONRF2,-,-,1.0,PPI
6367,CCL22,22928,SEPHS2,-,-,1.0,PPI
6367,CCL22,54915,YTHDF1,-,-,1.0,PPI
65080,MRPL44,5764,PTN,-,-,1.0,PPI
65080,MRPL44,845,CASQ2,-,-,1.0,PPI
65080,MRPL44,7431,VIM,-,-,1.0,PPI
65080,MRPL44,54534,MRPL50,-,-,1.0,PPI
6491,STIL,51084,CRYL1,-,-,1.0,PPI
6491,STIL,9107,MTMR6,-,-,1.0,PPI
6491,STIL,151963,MB21D2,-,-,1.0,PPI
6491,STIL,3301,DNAJA1,-,-,1.0,PPI
6048,RNF5,91445,RNF185,PF13920-PF13920,-,1.0,PPI-DDI
6048,RNF5,154,ADRB2,-,-,1.0,PPI
6048,RNF5,6048,RNF5,PF13920-PF13920,-,1.0,PPI-DDI
22845,DOLK,3741,KCNA5,-,-,1.0,PPI
22845,DOLK,3738,KCNA3,-,-,1.0,PPI
8349,H2BC21,8819,SAP30,-,-,1.0,PPI
8349,H2BC21,23532,PRAME,-,-,1.0,PPI
8349,H2BC21,8338,H2AC20,PF00125-PF16211 ; PF00125-PF00125,-,1.0,PPI-DDI
8349,H2BC21,11329,STK38,PF00125-PF00069,-,1.0,PPI-DDI
8349,H2BC21,8337,H2AC18,PF00125-PF00125 ; PF00125-PF16211,-,1.0,PPI-DDI
8349,H2BC21,56254,RNF20,-,-,1.0,PPI
8349,H2BC21,8353,H3C6,PF00125-PF00125,-,1.0,PPI-DDI
8349,H2BC21,2033,EP300,PF00125-PF08214 ; PF00125-PF00439,-,1.0,PPI-DDI
8349,H2BC21,3001,GZMA,-,-,1.0,PPI
8349,H2BC21,3020,H3-3A,PF00125-PF00125,-,1.0,PPI-DDI
8349,H2BC21,55170,PRMT6,-,-,1.0,PPI
54915,YTHDF1,58511,DNASE2B,-,-,1.0,PPI
54915,YTHDF1,3656,IRAK2,-,-,1.0,PPI
5454,POU3F2,2033,EP300,-,-,1.0,PPI
5454,POU3F2,5454,POU3F2,PF00157-PF00157 ; PF00157-PF00046 ; PF00046-PF00157 ; PF00046-PF00046,-,1.0,PPI-DDI
117581,TWIST2,7291,TWIST1,PF00010-PF00010,-,1.0,PPI-DDI
57221,ARFGEF3,4887,NPY2R,-,-,1.0,PPI
29107,NXT1,56001,NXF2,PF02136-PF02136,-,1.0,PPI-DDI
140597,TCEAL2,56137,PCDHA12,-,-,1.0,PPI
64746,ACBD3,9804,TOMM20,-,-,1.0,PPI
64746,ACBD3,132884,EVC2,-,-,1.0,PPI
64746,ACBD3,55633,TBC1D22B,-,-,1.0,PPI
54926,UBE2R2,54926,UBE2R2,PF00179-PF00179,-,1.0,PPI-DDI
54926,UBE2R2,79594,MUL1,PF00179-PF13920,-,1.0,PPI-DDI
54926,UBE2R2,5071,PRKN,PF00179-PF00240 ; PF00179-PF17978,-,1.0,PPI-DDI
54926,UBE2R2,151636,DTX3L,PF00179-PF13923,-,1.0,PPI-DDI
137209,ZNF572,123722,FSD2,-,-,1.0,PPI
137209,ZNF572,80125,CCDC33,-,-,1.0,PPI
137209,ZNF572,147700,KLC3,-,-,1.0,PPI
137209,ZNF572,4223,MEOX2,PF00096-PF00046,-,1.0,PPI-DDI
2125,EVPL,221662,RBM24,-,-,1.0,PPI
2125,EVPL,55633,TBC1D22B,-,-,1.0,PPI
2125,EVPL,3680,ITGA9,-,-,1.0,PPI
126208,ZNF787,6657,SOX2,-,-,1.0,PPI
2949,GSTM5,2949,GSTM5,PF00043-PF00043 ; PF00043-PF02798 ; PF02798-PF00043 ; PF02798-PF02798,-,1.0,PPI-DDI
27036,SIGLEC7,3956,LGALS1,-,-,1.0,PPI
55633,TBC1D22B,84659,RNASE7,-,-,1.0,PPI
55633,TBC1D22B,6280,S100A9,-,-,1.0,PPI
55633,TBC1D22B,84290,CAPNS2,-,-,1.0,PPI
55633,TBC1D22B,202,CRYBG1,-,-,1.0,PPI
55633,TBC1D22B,79887,PLBD1,-,-,1.0,PPI
55633,TBC1D22B,3034,HAL,-,-,1.0,PPI
55633,TBC1D22B,374897,SBSN,-,-,1.0,PPI
55633,TBC1D22B,56159,TEX11,-,-,1.0,PPI
55633,TBC1D22B,50489,CD207,-,-,1.0,PPI
55633,TBC1D22B,22806,IKZF3,-,-,1.0,PPI
55633,TBC1D22B,382,ARF6,-,-,1.0,PPI
55633,TBC1D22B,121214,SDR9C7,-,-,1.0,PPI
55633,TBC1D22B,4893,NRAS,PF00566-PF00071,-,1.0,PPI-DDI
55633,TBC1D22B,3713,IVL,-,-,1.0,PPI
55633,TBC1D22B,653145,ANXA8,-,-,1.0,PPI
55633,TBC1D22B,6278,S100A7,-,-,1.0,PPI
10857,PGRMC1,154,ADRB2,-,-,1.0,PPI
10857,PGRMC1,1558,CYP2C8,-,-,1.0,PPI
399947,C11orf87,3846,KRTAP5-9,-,-,1.0,PPI
6338,SCNN1B,6340,SCNN1G,PF00858-PF00858,-,1.0,PPI-DDI
7150,TOP1,6280,S100A9,-,-,1.0,PPI
7150,TOP1,4824,NKX3-1,-,-,1.0,PPI
7150,TOP1,3020,H3-3A,-,-,1.0,PPI
7150,TOP1,8353,H3C6,-,-,1.0,PPI
7150,TOP1,8971,H1-10,-,-,1.0,PPI
7150,TOP1,27340,UTP20,-,-,1.0,PPI
7150,TOP1,4255,MGMT,-,-,1.0,PPI
7150,TOP1,2961,GTF2E2,-,-,1.0,PPI
7150,TOP1,51639,SF3B6,-,-,1.0,PPI
23532,PRAME,8338,H2AC20,-,-,1.0,PPI
23532,PRAME,22803,XRN2,-,-,1.0,PPI
23532,PRAME,4887,NPY2R,-,-,1.0,PPI
23532,PRAME,5071,PRKN,-,-,1.0,PPI
23532,PRAME,2298,FOXD4,-,-,1.0,PPI
23532,PRAME,79797,ZNF408,-,-,1.0,PPI
23532,PRAME,23532,PRAME,-,-,1.0,PPI
23439,ATP1B4,57462,MYORG,-,-,1.0,PPI
23439,ATP1B4,3764,KCNJ8,-,-,1.0,PPI
7424,VEGFC,3791,KDR,PF00341-PF00047 ; PF00341-PF13927,-,1.0,PPI-DDI
7424,VEGFC,7424,VEGFC,PF00341-PF00341,-,1.0,PPI-DDI
150353,DNAJB7,3310,HSPA6,PF00226-PF00012,-,1.0,PPI-DDI
1051,CEBPB,1052,CEBPD,PF07716-PF07716,-,1.0,PPI-DDI
1051,CEBPB,1051,CEBPB,PF07716-PF07716,-,1.0,PPI-DDI
1051,CEBPB,2033,EP300,-,-,1.0,PPI
729250,PRR20E,6478,SIAH2,-,-,1.0,PPI
7718,ZNF165,51224,ELOA2,-,-,1.0,PPI
55432,YOD1,84675,TRIM55,-,-,1.0,PPI
5534,PPP3R1,4625,MYH7,PF13499-PF02736 ; PF13499-PF00063,-,1.0,PPI-DDI
5534,PPP3R1,346689,KLRG2,-,-,1.0,PPI
5534,PPP3R1,55133,SRBD1,-,-,1.0,PPI
5534,PPP3R1,4674,NAP1L2,-,-,1.0,PPI
5534,PPP3R1,26747,NUFIP1,-,-,1.0,PPI
10435,CDC42EP2,4893,NRAS,PF00786-PF00071,-,1.0,PPI-DDI
3043,HBB,3039,HBA1,PF00042-PF00042,-,1.0,PPI-DDI
3043,HBB,57613,FAM234B,-,-,1.0,PPI
3043,HBB,144195,SLC2A14,-,-,1.0,PPI
3627,CXCL10,2833,CXCR3,PF00048-PF00001,-,1.0,PPI-DDI
51119,SBDS,136647,MPLKIP,-,-,1.0,PPI
51119,SBDS,2961,GTF2E2,-,-,1.0,PPI
26762,HAVCR1,4921,DDR2,PF07686-PF00754,-,1.0,PPI-DDI
26762,HAVCR1,55361,PI4K2A,-,-,1.0,PPI
2487,FRZB,2001,ELF5,-,-,1.0,PPI
2487,FRZB,26298,EHF,-,-,1.0,PPI
80125,CCDC33,8676,STX11,-,PF00168-PF00804,0.0,PPI-DDI
80125,CCDC33,25788,RAD54B,-,-,1.0,PPI
80125,CCDC33,5733,PTGER3,-,-,1.0,PPI
80125,CCDC33,1413,CRYBA4,-,-,1.0,PPI
80125,CCDC33,7286,TUFT1,-,-,1.0,PPI
2187,FANCB,2178,FANCE,-,-,1.0,PPI
10021,HCN4,348980,HCN1,PF08412-PF00027 ; PF08412-PF00520 ; PF00520-PF08412 ; PF00520-PF00027 ; PF00520-PF00520 ; PF00027-PF08412 ; PF00027-PF00027 ; PF00027-PF00520,-,1.0,PPI-DDI
10021,HCN4,610,HCN2,PF08412-PF00027 ; PF08412-PF00520 ; PF00520-PF00027 ; PF00520-PF00520 ; PF00520-PF08412 ; PF00027-PF00027 ; PF00027-PF00520 ; PF00027-PF08412,-,1.0,PPI-DDI
283578,TMED8,5733,PTGER3,-,-,1.0,PPI
283578,TMED8,5023,P2RX1,-,-,1.0,PPI
22803,XRN2,23633,KPNA6,-,-,1.0,PPI
22803,XRN2,219,ALDH1B1,-,-,1.0,PPI
2773,GNAI3,2791,GNG11,PF00503-PF00631,-,1.0,PPI-DDI
2773,GNAI3,6004,RGS16,PF00503-PF00615,-,1.0,PPI-DDI
2773,GNAI3,126006,PCP2,PF00503-PF02188,-,1.0,PPI-DDI
2773,GNAI3,2788,GNG7,PF00503-PF00631,-,1.0,PPI-DDI
